,OBJECTID,DOCUMENT_NBR,CRASH_REPORT_LINK,CRASH_YR,CRASH_MONTH_YEAR,DISTRICT_NBR,NLFID,NLF_JUR_CD,NLF_COUNTY_CD,COUNTY_LOG_NBR,ODOT_LATITUDE_NBR,ODOT_LONGITUDE_NBR,ODOT_FIPS_CD,AREA_CODE,CRASH_DATE,CRASH_SEVERITY_CD,CRASH_TYPE_CD,DAY_IN_WEEK_CD,DISTRACTED_DRIVER_IND,FACILITY_TYPE_CD,FHWA_RDWY_DEPARTURE_IND,FREEWAY_IND,FUNCTIONAL_CLASS_CD,HOUR_OF_CRASH,INCAPAC_INJURIES_NBR,INTERCHANGE_ID,INTERSECTION_ID_CURRENT,INTERSECTION_LEG_ID,INTERSTATE_IND,INV_LOG_NBR,INV_NLFID,IS_COMMERCIAL_RELATED,LIGHT_COND_PRIMARY_CD,LOCAL_REPORT_NUMBER_ID,MAINTENANCE_AUTHORITY_CD,MONTH_OF_CRASH,NHS_CD,NO_INJURY_REPORTED_NBR,NON_INCAPAC_INJURIES_NBR,NUMBER_OF_UNITS_NBR,ODOT_CITY_VILLAGE_TWP_NME,ODOT_CRASH_LOCATION_CD,ODOT_DIR_FROM_REF_CD,ODOT_DIV_UNDIV_IND,ODOT_INTERSECTION_REL_IND,ODOT_LANES_NBR,ODOT_MAINTAINED_HWY_IND,ODOT_MILES_FROM_REF_NBR,ODOT_REF_ROUTE_PREFIX_CD,ODOT_YOUNG_DRIVER_IND,ODPS_ADDRESS_REFERENCE,ODPS_ALCOHOL_IND,ODPS_CITY_VILLAGE_TWP_NME,ODPS_DRUG_IND,ODPS_LOC_DIR_SUFFIX_CD,ODPS_LOC_IN_WORK_ZONE_CD,ODPS_LOC_ROAD_DIRECTION_CD,ODPS_LOC_ROAD_NME,ODPS_LOC_ROAD_SUFFIX_CD,ODPS_LOC_ROUTE_ID,ODPS_LOC_ROUTE_PREFIX_CD,ODPS_LOC_ROUTE_SUFFIX_CD,ODPS_MILEPOST_REFERENCE,ODPS_MOTORCYCLE_IND,ODPS_REF_DIR_SUFFIX_CD,ODPS_REF_DIRECTION_CD,ODPS_REF_GIVEN,ODPS_REF_POINT_USED_CD,ODPS_REF_ROUTE_ID,ODPS_REF_ROUTE_PREFIX_CD,ODPS_REF_ROUTE_SUFFIX_CD,ODPS_REF_SUFFIX_CD,ODPS_SCHOOL_ZONE_IND,ODPS_SENIOR_DRIVER_IND,ODPS_SPEED_IND,ODPS_TOTAL_FATALITIES_NBR,ODPS_TYPE_OF_WORK_ZONE_CD,ODPS_WORK_ZONE_IND,OPER_ACCESS_CONTROL_CD,POSSIBLE_INJURIES_NBR,ROAD_COND_PRIMARY_CD,ROAD_CONTOUR_CD,SA_RAMP_ID,SA_SEGMENT_ID,SECONDARY_CRASH,STATE_TRUE_LOG_NBR,U1_AGE_NBR,U1_AT_FAULT_IND,U1_CONT_CIR_PRIMARY_CD,U1_DIRECTION_FROM_CD,U1_DIRECTION_TO_CD,U1_DISTRACTED_BY_1_CD,U1_GENDER_CD,U1_IS_ALCOHOL_SUSPECTED,U1_IS_MARIJUANA_SUSPECTED,U1_IS_OTHER_DRUG_SUSPECTED,U1_NON_MOTORIST_LOC_CD,U1_NUMBER_OF_THRU_LANES,U1_OBJECT_STRUCK,U1_ODPS_UNIT_NBR,U1_OPERATINGIN_AUTONOMOUS_MODE,U1_POSTED_SPEED_NBR,U1_PRECRASH_ACTION_CD,U1_SEQ_OF_EVENTS_1_CD,U1_SEQ_OF_EVENTS_2_CD,U1_SEQ_OF_EVENTS_3_CD,U1_SEQ_OF_EVENTS_4_CD,U1_SEQ_OF_EVENTS_5_CD,U1_SEQ_OF_EVENTS_6_CD,U1_SPECIAL_FUNCTION_CD,U1_TRAFFIC_CONTROL_CD,U1_TURN_CD,U1_TYPE_OF_UNIT_CD,U1_UNIT_SPEED_NBR,U2_AGE_NBR,U2_CONT_CIR_PRIMARY_CD,U2_DIRECTION_FROM_CD,U2_DIRECTION_TO_CD,U2_DISTRACTED_BY_1_CD,U2_GENDER_CD,U2_NON_MOTORIST_LOC_CD,U2_ODPS_UNIT_NBR,U2_POSTED_SPEED_NBR,U2_PRECRASH_ACTION_CD,U2_SEQ_OF_EVENTS_1_CD,U2_SEQ_OF_EVENTS_2_CD,U2_SEQ_OF_EVENTS_3_CD,U2_SEQ_OF_EVENTS_4_CD,U2_SEQ_OF_EVENTS_5_CD,U2_SEQ_OF_EVENTS_6_CD,U2_SPECIAL_FUNCTION_CD,U2_TRAFFIC_CONTROL_CD,U2_TURN_CD,U2_TYPE_OF_UNIT_CD,U2_UNIT_SPEED_NBR,U3_CONT_CIR_PRIMARY_CD,U3_ODPS_UNIT_NBR,U3_PRECRASH_ACTION_CD,U3_SEQ_OF_EVENTS_1_CD,U3_SEQ_OF_EVENTS_2_CD,U3_SEQ_OF_EVENTS_3_CD,U3_SEQ_OF_EVENTS_4_CD,U3_SEQ_OF_EVENTS_5_CD,U3_SEQ_OF_EVENTS_6_CD,U3_SPECIAL_FUNCTION_CD,U3_TRAFFIC_CONTROL_CD,U3_TYPE_OF_UNIT_CD,UNRESTRAIN_OCCUPANTS,WEATHER_COND_CD,V1,Filter,fileNames,Narrative,clean_Narrative
605,186149900,20186149900,https://hsip.dot.state.oh.us/api/report/20186149900,2018,9/1/2018 0:00,9,SROSSR00159**C,S,ROS,1.108,39.35028,-82.976652,70898,99713.0,9/7/2018 0:00,Minor injury suspected,Pedalcycles,6,N,Two-way roadway,N,N,Other principal arterial roads,19,0,78500.0,858081c0-b82e-4ad4-ba2e-3990ee50c5a1,d1d872ca-63ad-410b-98c4-edb064093cbb,N,1.108,SROSSR00159**C,N,Daylight,18  20872,1,9,,2,1,2,SCIOTO TOWNSHIP,Four-way intersection,,N,Y,5.0,Y,0.0,RA,N,,N,CHILLICOTHE,N,,,,NORTH PLAZA,BLVD,,,,,N,,,,1,159,SR,,,N,Y,N,0,,N,2.0,0,Dry,Curve grade,,156354.0,N,1.108,28,Y,Improper crossing,North,South,,M,N,N,N,Travel lane ? other location,2,Nothing struck,1,2,25,"Walking, running, jogging, playing",Motor vehicle in transport,Overturn/rollover,,,,,None,No control,No turn,Bicycle,0,76.0,1,3.0,4.0,1.0,M,,2,25.0,1.0,15,,,,,,1.0,6.0,NT,3,,,,,,,,,,,,,,0,Cloudy,,Non_WZ_Non_CMV,2018/pdf/186149900,"unit #1 was crossing north plaza boulevard from north to south. unit #1 failed to yield to unit #2, which was crossing bridge street/us 159 from the 35 west exit ramp. rider of unit #1 was transported to armc by the chillicothe fire department for a wrist injury and other possible injuries.", plaza armc fire department wrist possible 
607,186150167,20186150167,https://hsip.dot.state.oh.us/api/report/20186150167,2018,9/1/2018 0:00,6,SFRAUS00023**C,S,FRA,14.2,40.00229,-82.998565,18000,19234.0,9/20/2018 0:00,Minor injury suspected,Pedalcycles,5,N,One way roadway,N,N,Other principal arterial roads,20,0,,313ceb49-4d14-4bd9-b399-4eb4edc6da3e,9b040d29-d4ab-4a8f-9dae-767fe050f030,N,14.2,SFRAUS00023**C,N,Daylight,180798213,4,9,,2,1,2,COLUMBUS,Four-way intersection,,N,Y,2.0,N,0.0,MR,Y,,N,COLUMBUS,N,,,N,4TH,ST,,,,,N,,E,18TH,1,,,,AVE,N,N,N,0,,N,3.0,0,Dry,Straight level,,240241.0,N,92.52,0,Y,Improper turn,South,West,,U,N,N,N,Data not valid or not provided,2,Nothing struck,1,2,35,Making leftturn,Pedalcycle,,,,,,None,No control,Left turn,Sport utility vehicle,0,19.0,1,2.0,1.0,1.0,F,6.0,2,35.0,15.0,20,,,,,,1.0,6.0,NT,26,15.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2018/pdf/186150167,unit #2 ms. chelsea pottle stated she was riding her bicycle in the bicycle lane going north on n 4th st. unit #2 stated she was crossing e 18th ave when unit #1 a teal suv or minivan turned west on e 18th ave in front of her. this action caused unit #2 to strike unit #1 in the front right side. causing her and her bicycle to fall to the ground. witness #1 confirmed the statement given by unit #2. the witness stated the first part of the license plate of unit #1 is hml. the witness stated unit #1 turned left on e 18th ave and did not return to the scene. ms. pottle was transported to osu main hospital by cfd medic #7 and treated by dr. samuel kiehl in the emergency room., ms pottle go minivan action fall ground confirm statement give license plate hml return ms pottle osu medic kiehl room 
609,186160422,20186160422,https://hsip.dot.state.oh.us/api/report/20186160422,2018,10/1/2018 0:00,12,CLAKCR00504**C,C,LAK,2.12,41.677842,-81.400114,85484,17668.0,10/8/2018 0:00,Minor injury suspected,Pedalcycles,2,N,,N,N,Minor arterial roads,17,0,,,,N,2.12,CLAKCR00504**C,N,Daylight,1828748,4,10,,1,1,2,WILLOUGHBY,T-intersection,W,N,Y,4.0,N,0.004,,N,,N,WILLOUGHBY,N,,,,WILLOUGHBY,PKWY,,,,,N,,,LOST NATION,1,,,,RD,N,N,N,0,,N,,0,Dry,Straight level,,32312.0,N,2.12,57,Y,Failure to yield,West,South,,F,N,N,N,Intersection ? marked crosswalk,2,Nothing struck,1,2,25,Making righturn,Pedalcycle,,,,,,None,Signal,Right turn,Sport utility vehicle,15,12.0,1,2.0,1.0,1.0,F,1.0,2,25.0,15.0,20,,,,,,1.0,2.0,NT,26,,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2018/pdf/186160422,unit one was making attempting to make a turn onto lost nation rd. from willoughby pky. unit two was crossing willoughby pky heading north. unit one struck unit two as it attempted to enter southbound lanes of travel. unit one at fault for failure to yield to a pedestrian, pky pky head fault failure 
616,186158063,20186158063,https://hsip.dot.state.oh.us/api/report/20186158063,2018,10/1/2018 0:00,4,MSUMMR01171**C,M,SUM,0.256,41.053504,-81.42603,1000,766.0,10/3/2018 0:00,Minor injury suspected,Pedalcycles,4,N,,N,N,Local roads,6,0,,53a9f027-dd5d-4d1d-be73-c6cf5ff920c3,6cd7e11a-9c80-41a0-a898-e6da36a639f7,N,0.256,MSUMMR01171**C,N,Dark - lighted roadway,T18006119,4,10,,1,1,2,AKRON,Four-way intersection,,N,Y,2.0,N,0.0,MR,Y,,N,AKRON,N,,,,MORRISON,ST,,,,,N,,,PAULINE,1,,,,AVE,N,N,N,0,,N,,0,Dry,Straight level,,318267.0,N,0.256,0,Y,Failure to yield,East,West,Data not valid or not provided,U,N,N,N,Intersection ? unmarked crosswalk,2,Nothing struck,1,2,0,"Walking, running, jogging, playing",Motor vehicle in transport,,,,,,None,Stop sign,No turn,Bicycle,0,20.0,1,2.0,1.0,1.0,F,,2,25.0,1.0,15,,,,,,1.0,6.0,NT,3,25.0,,,,,,,,,,,,,0,Cloudy,,Non_WZ_Non_CMV,2018/pdf/186158063,"unit 1 (bicyclist) was riding westbound on morrison st and failed to yield to approaching traffic on pauline av. unit 1 was struck within the intersection by unit 2, who was northbound on pauline. pauline av has the right of way through that intersection. the report was not taken on scene but several hours later after the rider of unit 1 called ems to get checked out. both drivers did exchange information on scene though.", pauline take later call ems check exchange 
617,186152357,20186152357,https://hsip.dot.state.oh.us/api/report/20186152357,2018,9/1/2018 0:00,3,TLORTR00073**C,T,LOR,0.287,41.250414,-82.250613,62960,99999.0,9/18/2018 0:00,Serious injury suspected,Pedalcycles,3,N,,N,N,Local roads,9,1,,,,N,0.287,TLORTR00073**C,N,Daylight,47-1105-47,3,9,,1,0,2,PITTSFIELD TOWNSHIP,Not an intersection,S,N,N,2.0,N,0.003,TR,N,,N,PITTSFIELD TOWNSHIP,N,,,,,,30,CR,,,N,,,,1,73,TR,,,N,Y,N,0,,N,,0,Dry,Straight level,,191504.0,N,0.287,85,Y,Improper lane change,South,North,,M,N,N,N,Data not valid or not provided,2,Nothing struck,2,2,55,Straight ahead,Pedalcycle,,,,,,None,No control,No turn,Sport utility vehicle,35,50.0,1,2.0,1.0,1.0,F,7.0,1,55.0,1.0,20,8.0,1.0,,,,1.0,6.0,NT,26,5.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2018/pdf/186152357,unit #1 was northbound on quarry road (c-30). unit #1 struck a bicyclist that was riding on the right side of the roadway. unit #1 then left the scene.supplement: unit #1 bicyclist was provided victim/witness information. supplement: this supplement to include updated information for crash.01/26/19- supplement: charges for unit #1 ronald striker., quarry supplement provide victim supplement supplement include update supplement charge striker 
619,186162285,20186162285,https://hsip.dot.state.oh.us/api/report/20186162285,2018,10/1/2018 0:00,4,SSUMSR00018**C,S,SUM,10.95,41.07776,-81.498716,1000,766.0,10/4/2018 0:00,Minor injury suspected,Pedalcycles,5,N,Two-way roadway,N,N,Other principal arterial roads,15,0,,2cf863d0-1299-47a8-8cba-9e7ee97e8adc,9c98f0ca-9e1a-4607-b2cf-8a642570df82,N,10.95,SSUMSR00018**C,N,Daylight,T18006157,4,10,N,1,1,2,AKRON,T-intersection,,N,Y,4.0,N,0.0,MR,N,,N,AKRON,N,,,E,MARKET,ST,,,,,N,,N,ADAMS,1,,,,ST,N,Y,N,0,,N,3.0,0,Dry,Straight level,,150856.0,N,193.706,66,Y,Other improper action,North,West,,F,N,N,N,Data not valid or not provided,2,Nothing struck,1,2,25,Making righturn,Pedalcycle,,,,,,None,Signal,Right turn,Sport utility vehicle,10,,1,4.0,3.0,,,1.0,2,,15.0,20,,,,,,1.0,2.0,NT,26,,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2018/pdf/186162285,unit 1 drove south on n adams and attempted to make a west turn onto market. the bicycle was traveling east on the sidewalk. unit 1 struck the bike. unit 1 stated that she stopped for the red light and then made a right turn when the bike came out of nowhere. the bicycle was driven by marcus anderson. marcus stated that he crossed at the crosswalk the last thing he saw was the countdown crosswalk sign displaying the number 7. marcus had lacerations to his left knee. stacie butler was behind unit 1 and witnessed the incident.,  anderson crossed thing see countdown display laceration knee 
624,186170679,20186170679,https://hsip.dot.state.oh.us/api/report/20186170679,2018,10/1/2018 0:00,12,SCUYSR00010**C,S,CUY,3.838,41.420538,-81.909754,56882,17668.0,10/15/2018 0:00,Injury possible,Pedalcycles,2,N,Two-way roadway,N,N,Other principal arterial roads,19,0,,,,N,3.838,SCUYSR00010**C,N,Dawn/dusk,T76175,4,10,N,2,0,2,NORTH OLMSTED,Not an intersection,,N,Y,4.0,N,0.0,,Y,25984,N,NORTH OLMSTED,N,,,,LORAIN,RD,10,,,,N,,,,3,,,,,N,Y,N,0,,N,3.0,1,Dry,Straight level,,295699.0,N,10.749,70,Y,Failure to yield,North,West,,F,N,N,N,Data not valid or not provided,2,Nothing struck,1,2,35,,Pedalcycle,,,,,,None,No control,Right turn,Sport utility vehicle,5,17.0,1,4.0,3.0,1.0,M,8.0,2,35.0,15.0,20,,,,,,1.0,2.0,NT,26,5.0,,,,,,,,,,,,,0,Cloudy,,Non_WZ_Non_CMV,2018/pdf/186170679,unit #2 was riding a pedalcycle east on sr 10 in the sidewalk on the north side of the street. unit #1 was pulling out of a drive at 25984 sr10. the front end of unit #1 hit the left side of unit #2. this caused the rider of unit #2 to fall of his bike into the west bound lane of sr 10. the bike was damage from the mva. report to the city prosecutor for a ruling., pedalcycle end fall mva prosecutor ruling 
625,186144608,20186144608,https://hsip.dot.state.oh.us/api/report/20186144608,2018,9/1/2018 0:00,12,SCUYSR00087**C,S,CUY,6.337,41.482296,-81.577529,71682,17668.0,9/11/2018 0:00,Property damage only,Pedalcycles,3,N,Two-way roadway,N,N,Minor arterial roads,9,0,,d702130e-43d5-412d-85ea-b032eaa61d14,e0c21796-116f-444d-8fb8-8743ee90d455,N,6.337,SCUYSR00087**C,N,Daylight,18000930,4,9,,2,0,2,SHAKER HEIGHTS,Four-way intersection,S,Y,Y,4.0,N,0.0,MR,N,,N,SHAKER HEIGHTS,N,,,,SHAKER,BLVD,,,,,N,,,SOUTHINGTON,1,,,,RD,N,N,Y,0,,N,3.0,0,Wet,Straight level,,173791.0,N,6.337,26,Y,Ran red light,West,East,,F,N,N,N,Data not valid or not provided,2,Nothing struck,2,2,35,Straight ahead,Pedalcycle,Ran off road right,,,,,None,Signal,No turn,Sport utility vehicle,40,59.0,1,2.0,1.0,1.0,M,3.0,1,25.0,15.0,20,,,,,,1.0,2.0,NT,26,12.0,,,,,,,,,,,,,0,Cloudy,,Non_WZ_Non_CMV,2018/pdf/186144608,"unit #1 was traveling north on southington rd where it intersects with shaker blvd eb. unit #1 had a green light. unit #2 was traveling eastbound on shaker blvd in the left lane. unit #2 ran the red light where shaker blvd intersects with southington rd. unit #2 swerved to the right of to avoid unit #1, unit #2 struck unit #1, jumped the curb, and came to final rest in the bushes on the southeast corner of 14908 shaker blvd. unit #2 was cited for red light violation, sh:f325384. unit #2 was towed to and by shaker auto, tow # sh-1800735", southington intersect shaker shaker shaker intersect southington swerve avoid jump final rest bush corner shaker violation sh tow shaker auto tow sh
630,186173783,20186173783,https://hsip.dot.state.oh.us/api/report/20186173783,2018,10/1/2018 0:00,2,MLUCMR01402**C,M,LUC,0.312,41.635835,-83.546409,77000,87868.0,10/27/2018 0:00,Injury possible,Pedalcycles,7,Y,,N,N,Local roads,17,0,,f90787b9-1b1d-4a5f-9b47-104add4801da,4ac4b903-dd36-4699-88de-523dc322ae7a,N,0.312,MLUCMR01402**C,N,Daylight,1.81027E+13,4,10,,2,0,2,TOLEDO,Four-way intersection,,N,Y,2.0,N,0.0,MR,N,,N,TOLEDO,N,,,,JERVIS,ST,,,,,N,,,BOODY,1,,,,ST,N,N,N,0,,N,,1,Wet,Straight level,,277606.0,N,0.312,14,Y,Improper crossing,North,South,Other distraction outside the vehicle,M,N,N,N,Intersection ? other,2,Nothing struck,2,2,25,"Walking, running, jogging, playing",Motor vehicle in transport,,,,,,None,Stop sign,No turn,Bicycle,5,61.0,1,4.0,3.0,1.0,F,,1,25.0,1.0,15,,,,,,1.0,4.0,NT,3,20.0,,,,,,,,,,,,,0,Rain,,Non_WZ_Non_CMV,2018/pdf/186173783,unit 1 was traveling eastbound on jervis st. approaching boody st. unit 2 was traveling southbound on boody st. approaching jervis. unit 1 stated that unit 2 darted in front of her vehicle causing a collision. unit 2 stated that he was not paying any attention to the roadway and got struck by unit 1. unit 1 stated that she could not stop to avoid the collision. this unit (ofc. martin/ ofc. richard) did not observe any damage on unit 1 except for minor scratches. the occupants on unit 1 did not claim any injuries at this time. unit 2 was transported to st. v's for medical evaluation. unit 2 was found to have a fracture to the right side of his face and several abrasions all over the body. unit2 was cited for tmc 331.32c operating without full attention., jervis boody boody jervis pay got avoid scratch occupant v evaluation find fracture face abrasion body tmc c operating 
631,186174252,20186174252,https://hsip.dot.state.oh.us/api/report/20186174252,2018,10/1/2018 0:00,12,SCUYSR00254**C,S,CUY,0.649,41.461969,-81.958163,83622,17668.0,10/14/2018 0:00,Minor injury suspected,Pedalcycles,1,N,Two-way roadway,N,N,Minor arterial roads,7,0,,8642bceb-9781-4175-b1be-fefeffe84b4c,d044c123-4e45-4505-99d5-e67f42c0ed9e,N,0.649,SCUYSR00254**C,N,Dark - lighted roadway,1833529,4,10,,1,1,2,WESTLAKE,Not an intersection,E,N,N,2.0,N,0.163,MR,N,,N,WESTLAKE,N,,,,,,254,SR,,,N,,,BRADLEY,1,,,,RD,N,Y,N,0,,N,3.0,0,Dry,Straight level,,178576.0,N,9.468,38,N,None,East,West,,M,N,N,N,Shoulder / roadside,2,Nothing struck,1,2,35,"Walking, running, jogging, playing",Motor vehicle in transport,,,,,,None,No control,No turn,Bicycle,0,68.0,2,4.0,1.0,1.0,F,,2,35.0,6.0,15,,,,,,1.0,6.0,LT,3,10.0,,,,,,,,,,,,,0,Cloudy,,Non_WZ_Non_CMV,2018/pdf/186174252,"unit #1, a bicycle, was traveling westbound on sr254 on the right side of the roadway. unit #2 was traveling eastbound on sr254. unit #2 made a left turn into a private drive for 5/3 bank in front of unit #1. unit #1 struck unit #2, and the operator of unit #1 fell off his bike. he was transported to sjmc and released. the driver of unit #2 stated she did not see the bicycle or flashing lights, and there was an overhead street light on that the cyclist would have been under at the time she turned. the driver of unit #2 stated the cyclist """"messed"""" with his lights after the crash. the cyclist stated he had his lights on while riding. this crash will be sent to the prosecutor for ruling.",  bank fall sjmc flashing overhead mess  send prosecutor ruling 
635,186145688,20186145688,https://hsip.dot.state.oh.us/api/report/20186145688,2018,9/1/2018 0:00,4,SSUMSR00059**C,S,SUM,2.654,41.087056,-81.517435,1000,766.0,9/13/2018 0:00,Minor injury suspected,Pedalcycles,5,N,Two-way roadway,N,N,Other principal arterial roads,8,0,,2a5ce904-2fb2-454d-b135-db2cbd5bbbb3,50324187-0290-407a-bba1-8c38d9ed5cd4,N,2.654,SSUMSR00059**C,N,Daylight,T18005648,4,9,N,1,1,2,AKRON,Off ramp,,N,N,4.0,N,0.0,CR,N,,N,AKRON,N,,,N,MAIN,ST,,,,,N,,N,HOWARD,1,,,,ST,N,N,N,0,,N,2.0,0,Dry,Curve grade,,135835.0,N,2.654,0,N,None,West,East,Data not valid or not provided,U,N,N,N,Intersection ? unmarked crosswalk,2,Nothing struck,1,2,0,Entering or crossing specified location,Motor vehicle in transport,,,,,,None,No control,No turn,Bicycle,0,38.0,99,1.0,8.0,1.0,F,,2,35.0,13.0,15,,,,,,1.0,6.0,RT,3,,,,,,,,,,,,,,0,Cloudy,,Non_WZ_Non_CMV,2018/pdf/186145688,"unit #1 bicyclist traveling s/b on sidewalk came to a stop prior to crossing the ramp from n. main st. to n. howard st. as unit #1 started to cross the ramp e/b unit #2 struck the front wheel of unit #1 then unit #2 fled the scene s/b without stopping. unit #2 described as a gray or blue color suv, possibly a jeep cherokee.", came prior start wheel describe color possibly jeep cherokee 
640,186179875,20186179875,https://hsip.dot.state.oh.us/api/report/20186179875,2018,11/1/2018 0:00,6,MFRAMR01458**C,M,FRA,0.104,39.957454,-83.023313,18000,19234.0,11/5/2018 0:00,Serious injury suspected,Pedalcycles,2,N,,N,N,Major collector roads,13,1,,849bd27f-663b-4144-8354-b33b44c2a1c4,72742c49-0c36-47e4-995e-5cc7881a3eef,N,0.104,MFRAMR01458**C,N,Daylight,180933462,4,11,,1,0,2,COLUMBUS,Four-way intersection,S,N,Y,2.0,N,0.0,MR,Y,,N,COLUMBUS,N,,,S,HARTFORD,AVE,,,,,N,,W,STATE,1,,,,ST,N,N,N,0,,N,,0,Dry,Straight level,,319201.0,N,0.104,20,Y,Failure to yield,East,West,,F,N,N,N,Intersection ? other,2,Nothing struck,1,2,25,"Walking, running, jogging, playing",Motor vehicle in transport,,,,,,None,Stop sign,No turn,Bicycle,10,64.0,1,2.0,1.0,1.0,F,,2,25.0,1.0,15,,,,,,1.0,6.0,NT,3,25.0,,,,,,,,,,,,,0,Cloudy,,Non_WZ_Non_CMV,2018/pdf/186179875,"unit 1, a bicyclist, was traveling westbound on w state st east of hartford ave. unit 2 was traveling northbound on hartford ave south of w state st. the driver of unit 2 along with both witnesses state that unit 1 had a stop sign and failed to yield the right of way to unit 2 causing unit 2 to strike unit 1. unit 1 states that she was not paying attention and got struck by unit 2. she states that she did not realize unit 2 was present. unit 1 was issued a citation for failure to yield from a stop sign.", hartford hartford pay got realize present issue failure 
641,186146321,20186146321,https://hsip.dot.state.oh.us/api/report/20186146321,2018,9/1/2018 0:00,6,MFRAMR00574H*C,M,FRA,0.325,40.02067,-83.112223,18000,19234.0,9/15/2018 0:00,Minor injury suspected,Pedalcycles,7,N,,N,N,Local roads,17,0,,cdfa0486-fca0-49d1-96a8-4da54c970c33,d399ae98-e4b1-42c2-bf74-3b1e89fb566a,N,0.325,MFRAMR00574H*C,N,Dawn/dusk,180781905,4,9,,1,1,2,COLUMBUS,Four-way intersection,W,N,Y,4.0,N,0.0,MR,N,,N,COLUMBUS,N,,,,DINSMORE CASTLE,DR,,,,,N,,,DUNLAVIN GLEN,1,,,,RD,N,Y,N,0,,N,,0,Dry,Straight level,,97643.0,N,0.325,73,Y,Failure to yield,East,South,,M,N,N,N,Data not valid or not provided,2,Nothing struck,1,2,25,Making leftturn,Pedalcycle,,,,,,None,No control,Left turn,Sport utility vehicle,10,32.0,1,4.0,3.0,1.0,M,5.0,2,25.0,15.0,20,,,,,,1.0,6.0,NT,26,5.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2018/pdf/186146321,"unit 2 (bicyclist) stated that he was riding his bicycle legally in the street going e/b on dinsmore castle drive, and going through the intersection of dunlaven glen road when the accident happened. he stated he was wearing a helmet and in the right lane. he stated that as he went through the intersection (he had no stop sign), unit 1, who was going w/b, turned into him causing the crash. driver of unit 1 stated he was going w/b on dinsmore castle dr and made a s/b turn onto dunlaven glen road and struck the bicyclist. he stated that he did not see him at all because of the glare from the setting sun. driver of unit 1 was issued a a citation for fail to yield on a left hand turn. the bicyclist was transported to riverside hospital by cfd medic 30 in stable condition for arm, side, and leg pain. his bike was given to his wife who responded. he was being treated by dr. kubee at the hospital.", legally go dinsmore go dunlaven happen wear helmet go go go dinsmore dunlaven glare set sun issue medic stable arm leg pain give wife kubee 
643,186146364,20186146364,https://hsip.dot.state.oh.us/api/report/20186146364,2018,9/1/2018 0:00,6,MFRAMR04237**C,M,FRA,1.019,40.014134,-82.978518,18000,19234.0,9/15/2018 0:00,Minor injury suspected,Pedalcycles,7,N,,N,N,Minor arterial roads,14,0,,5b58e5e3-a192-40be-a308-c7322603cc69,7ecd0292-1b16-4583-9e7b-e44f0e3db0cb,N,1.019,MFRAMR04237**C,N,Daylight,180781330,4,9,,1,1,2,COLUMBUS,T-intersection,,N,Y,2.0,N,0.0,,N,1164,N,COLUMBUS,N,,,,HUDSON,ST,,,,,N,,,,3,,,,,N,N,N,0,,N,,0,Dry,Straight level,,322629.0,N,1.019,57,Y,Other improper action,West,East,,F,N,N,N,Sidewalk,2,Nothing struck,1,2,35,"Walking, running, jogging, playing",Motor vehicle in transport,,,,,,None,No control,No turn,Bicycle,5,43.0,1,1.0,3.0,1.0,F,,2,35.0,6.0,15,,,,,,1.0,6.0,LT,3,5.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2018/pdf/186146364,"unit #1 was travelling outside of the roadway eastbound on the sidewalk, on the north side of e. hudson st. unit #1 attempted to go around unit #2 while she was stop in the entrance way. unit #1 was struck by unit #2 in the entrance to 1190 e. hudson st. unit #2 was travelling southbound coming out of the parking lot of 1190 e. hudson st. attempting to make a left turn. unit #2 stopped prior to the sidewalk and was waved on by oncoming traffic to enter the roadway. unit #2 struck unit #1 when she attempted to make a left turn to go eastbound on e. hudson st. driver of unit #2 did not see unit #1. the driver of unit 1 was transported by cfd medic 16 to riverside hospital for possible right side hip, elbow, and hand injuries. the driver of unit 1 was not issued a citation for cyclist outside the roadway. unit 2 was driven from the scene.", outside  prior wave oncoming medic possible hip elbow issue outside 
